Pete's dragon,bill of sale- pete's dragon,"gogans: we got a bill of sale right here that says he belongs to us! we bought him fair and square last year and we own the little cuss. look here read the writing that gives us a legal claim. we got a bit of sale right here with dear little petey's name (i don't believe it) we got a bill of sale in hand and lady if you don't budge. we'll pick ya up right where you stand and bring ya before the judge(no sir) . That boy is our property same as the family cow. cause we got a bill of sale right here and were gonna take him now.
 Nora &(gogans): you can't have him (gotta do his chores) you don't love him (paint the barn and wash the doors) all you've done up to now is break his heart (shine shoes, turn screws, fix the broken fuse.) you'll abuse him. (he's a good at feeding hogs) and just use him (pitching hay and chopping logs.) look out or i'll take you apart (we'd like to see you try it.) 
 gogans $ (Nora): we got a bill of sale right here he's ours until he dies. (stay where you are just one more move and you'll get it between the eyes. you won't make a slave of him even if you connive.) yes we will. cause we got a bill of sale right here. we got a bill of sale right here. we got a bill of sale right here. right here.
 Nora: you can't have him you don't love him all you've done up to now is break his heart. you'll abuse him. and just use him. watch out or i'll take you apart (we'd like to see you try it.) 
 gogans & (Nora): we got a bill of sale right here that says he belongs to us. fight all you want wont do no good to holler and fume and fuss. (leave town keep on going before i can count to five.) 
 gogans&(Nora): we got a bill of sale right here (ill protect him) we got a bill of sale right here(as long as i'm) we got a bill of sale right here(alive) we got a bill of sale right here
"
Alice in Wonderland,Cabbages And Kings,"The walrus and the carpenter!
Or, the story of the curious oisters
The sun was shining on the sea
Shining with all its might
He did his very best to make the flow smooth and bright
And this was all because it was the middle of the night
The walrus and the carpenter were walking to the den
The beach was right from side to side but MUCH too full of sand
'Mr.Walrus!' Said the carpenter, 'My brain begins to perk!'
'We'll sweep this clear in half a year, if you don't mind the work!'
'Work!? The time has come, ' The Walrus said, 'To talk of other things!'
'Of shoes, and ships, and ceiling wax, and cabbages and kings,'
'And why the sea is BOILING hot, and weather pigs have wings!'
'CULOO, CULAAY, no work today,'
'We're cabbages and kings!'
'Oh oisters, come and walk with us, the day is warm and bright!'
'A pleasant walk, a pleasant talk, would be a sheer delight!'
'And if we perhaps get hungry on the way, we'll stop and...have a bite!'
But mother oister went tally, and shook her heavy head
She knew too well this was no time to leave her oister bed
'The sea is nice, take my advice, and stay right here, ' Mum said.
'Yes yes of course of course but HA HA the time has come my little friends,'
'To talk of other things!'
'Of shoes and ships and ceiling wax, and cabbages and kings,'
'And why the sea is boiling hot, and weather pigs have wings!'
'CULOO, CULAAY, come run away!'
'Where theres cabbages and kings!'
'Well well now, let me see, a loaf of bread is what we need!'
'How bout some pepper and sault an' vinegar, eh?'
'Yes yes, splendid idea, very good indeed,'
'Now, if you're READY, oisters, dear, we can begin the feed!'
'FEED!?'
'Oh yes! The time has come my little friends, '
'To talk of food and things!'
'Of bethicals and mustard seeds and other seasonings!'
'We'll mix them all together in a sauce that's fit for kings,'
'CULOO, CULAY, we'll eat today!'
'Like cabbages and kings!'
'I weep for you, I dearly sympathize,'
'For I've enjoyed your company much more then you realize!'
'Little oisters! Little oisters!'
But response there came none,
And this was scarcely odd cause they'd been eaten,
Every one.
We're cabbages and kings!
The end.
"
Kim Possible,Call Me Beep Me (If You Wanna Reach Me),"Sing it girl! Oh yeeah-yeah!
I'm your basic average girl
And I'm here to save the world
You can't stop me 'cause I'm
Kim-Pos-si-ble
There is nothing I can't do
And when danger calls
Just know that I am on my way (know that I am on my way) 
It doesn't matter where or when there's trouble
If you just call my name
Kim Possible
Call me, beep me if you wanna reach me
When you wanna page me it's okay
I just can't wait until I hear my cell phone ri-i-ing
Doesn't matter if it's day or night
Everything's gonna be alright
Whenever you need me baby
Call me, beep me if you wanna reach me
Doesn't matter where
Doesn't matter when (doesn't matter when) 
I will be there for you 'til the very end ('til the very end) 
Danger or trouble
I'm there on the double
Just know that you always can call
Kim Possible
Yeaah-hey yeaah-hey
Call me, beep me if you wanna reach me
When you wanna page me it's okay
I just can't wait until I hear my cell phone ri-i-ing
Doesn't matter if it's day or night
Everything's gonna be alright
Whenever you need me, whenever you need me baby
Call me, beep me if you wanna reach me
When you wanna page me it's okay
Call me, beep me if you wanna reach me
"
Lion king,Can You Feel The Love Tonight,"Timon and Pumba:
I can see what's happening (what?!) 
And they don't have a clue (who?!) 
They'll fall in love and here's the bottom line
Our trio's down to two (ooh.) 
The sweet caress of twilight
There's magic everywhere
And with all this romantic atmosphere
Disaster's in the air!
Chorus
Nala:
Can you feel the love tonight
The peace the evening brings
The world for once
In perfect harmony
With all its living things
Simba:
So many things to tell her
But how to make her see
The truth about my past? Impossible!
She'd turn away from me
Nala:
He's holding back he's hiding
But what I can't decide
Why won't he be the king I know he is
The king I see inside?
Chorus
Nala and Simba:
Can you feel the love tonight
The peace the evening brings
The world for once
In perfect harmony
With all its living things
Can you feel the love tonight
You needn’t look too far
Stealing through
The night's uncertainties
Love is where we are
Timon and Pumba:
And if he falls in love tonight (sniff) 
It can be assumed
His care-free days with us are history
In short our pal is doomed!
(Timon and Pumba crying) 
"
Lion King ,Can You Feel The Love Tonight (Only Elton John),"CAN YOU FEEL THE LOVE TONIGHT (Elton John) 
There's a calm surrender
To the rush of day
When the heat of the rolling world
Can be turned away
An enchanted moment
And it sees me through
It's enough for this restless warrior
Just to be with you
(Chorus:) 
And can you feel the love tonight?
It is where we are
It's enough for this wide-eyed wanderer
That we got this far
And can you feel the love tonight
How it's laid to rest?
It's enough to make kings and vagabonds
Believe the very best.
There's a time for ev'ryone
If they only learn
That the twisting kaleidoscope
Moves us all in turn
There's a rhyme and reason
To the wild outdoors
When the heart of this star-crossed voyager
Beats in time with yours
(Repeat chorus) 
It's enough to make kings and vagabonds
Believe the very best
"
Pete's dragon,Candle On The Water,"I'll be your candle on the water,
my love for you will always burn.
I know you're lost and drifting
but the clouds are lifting.
Don't give up, you have somewhere to turn.
I'll be your candle on the water,
till every wave is warm and bright.
My soul is there beside you,
let this candle guide you.
Soon you'll see a golden stream of light.
A cold and friendless tide has found you,
don't let the stormy darkness pull you down.
I'll paint a ray of hope around you,
circling in the air,
lighted by a prayer.
I'll be your candle on the water,
this flame inside of me will grow.
Keep holding on you'll make it,
here's my hand so take it.
Look for me, reaching out to show, as sure as rivers flow,
I'll never let you go...
I'll never let you go...
I'll never let you go...
"
Mary Poppins,Chim Chim Cheree,"Chim, chimney
Chim, chimney
Chim, chim, cher-ee
A sweep is as lucky
As lucky can be
Chim, chimney
Chim, chimney
Chim, chim, cher-oo
Good luck will rub off when
I shakes hands with you
Or blow me a kiss
And that's lucky too
Now as the ladder of life
Has been strung
You may think a sweep's
On the bottommost rung
Though I spends me time
In the ashes and smoke
In this 'ole wide world
There's no happier bloke
Chim, chimney
Chim, chimney
Chim, chim, cher-ee
A sweep is as lucky
As lucky can be
Chim, chimney
Chim, chimney
Chim, chim, cher-oo
Good luck will rub off when
I shakes hands with you
Chim, chimney
Chim, chimney
Chim, chim, cher-ee
A sweep is as lucky
As lucky can be
image: http://static.urx.io/units/web/urx-unit-loader.gif
Chim, chimney
Chim, chimney
Chim, chim, cher-oo
Good luck will rub off when
I shakes hands with you
I choose me bristles
With pride, yes, I do
A broom for the shaft
And a brush for the flute
Up where the smoke
Is all billered and curled
'Tween pavement and stars
Is the chimney sweep world
When there's hardly no day
Nor hardly no night
There's things half in shadow
And halfway in light
On the rooftops of London
Coo, what a sight
Chim, chimney
Chim, chimney
Chim, chim, cher-ee
When you're with a sweep
You're in glad company
Nowhere is there
A more happier crew
Than them wot sings
""Chim chim cher-ee
Chim cher-oo""
Chim, chimney
Chim, chim, cher-ee
Chim, cher-oo
"
Disney,Chinky Eyes,"I met a cutie just today
I gotta call u just to say
He's so fine he's also tall
He looks like a Hong Kong movie star
Oh, and I gotta tell u something else
This is the thing that makes me melt
Oh Yeh, this guy's got...
Chorus:
Chinky, chinky, chinky eyes
What a surprise
This cutie got those chinky eyes
Chinky, chinky, chinky eyes
I love this baby's chinky eyes
Chinky, chinky, chinky eyes
This Vietnamese guy is so fine
Chinky, chinky, chinky eyes
I'm gonna make them mine all mine
Chinky, chinky, chinky eyes
I got a date w/ him Friday
I gotta call u just to say
He's so fine he's also tall
He looks like a Hong Kong movie stars
Oh, and I gotta tell u this other thing
No offense using the word chink
But yeh, this baby got...
(Chorus) 
"
Disney,Chinky Eyes-viet Thi,"I met a cutie just today
I gotta call u just to say
He's so fine he's also tall
He looks like a Hong Kong movie star
Oh, and I gotta tell u something else
This is the thing that makes me melt
Oh Yeh, this guy's got...
Chorus:
Chinky, chinky, chinky eyes
This cutie got those chinky eyes
Chinky, chinky, chinky eyes
I love this baby's chinky eyes
Chinky, chinky, chinky eyes
This Vietnamese guy is so fine
Chinky, chinky, chinky eyes
I'm gonna make them mine all mine
Chinky, chinky, chinky eyes
I got a date w/ him Friday
I gotta call u just to say
He's so fine he's also tall
He looks like a Hong Kong movie stars
Oh, and I gotta tell u this other thing
No offense using the word chink
But yeh, this baby got...
(Chorus) 
"
Cinderella,"Cinderella, Cinderella","(Cinderella) 
Cinderella, Cinderella, All I hear is Cinderella
From the moment that I get up,
Till shades of night are falling
There isn't any let up
I hear them calling calling
?Go up and do the attic and go down and do the cellar
You can do them both together, Cinderella!?
How lovely it would be If I could
Live my fantasy
But in the middle of my dreaming
They're screaming at me
?Cinderelllllaaaaaa!!!!?
(Mice) 
Every time she'd find a minute
thats the time that they begin it
Cinderelly, Cinderelly
Night and day it's Cinderelly
Make the fire, fix the breakfast
Wash the dishes, do the mopping
And the sweeping and the dusting
They always keep her hopping
She goes around in circles
Till she's very, very dizzy
Still they holler
Keep a-busy Cinderelly!
We can do it, we can do it
We can help our Cinderelly
We can make her dress so pretty
There's nothing to it, really
We'll tie a sash around it
Put a ribbon through it
When dancing at the ball
She'll be more beautiful than all
In the lovely dress we'll make for Cinderelly
Hurry, hurry, hurry, hurry
Gonna help our Cinderelly
Got no time to dilly-dally
We gotta get a-goin'
I'll cut with these scissors!
And I can do the sewing!
Leave the sewing to the women
You go get some trimmin'
And we'll make a lovely dress for
Cinderelly
"
Cinderella,Cinderella,"(Galleria) When i was just a little girl my momma used to tuck me into bed
and she'd read me a story
(Chochi) it always was about a princess in distress and how
a guy would save her endin' up with the glory
(Do Rae me) i'd lie in bed and think about the person that
i wanted to be
(Aqua) But suddenly i'realized th fairy tale life wasn't for me
(All) I don't wanna be like cinderella sittin' in a dark ol' dusty cellerd
Watin' for somebody to come and set me free
i don't wannna be like snow white watin' for a guy to come and
make me fly'
(all) I can slay (i can slay) My own dragon i can dream my
own dreams my knight and shining
armor is me so i'm gonna set me freeeee
But suddenly i'realized th fairy tale life wasn't for me
(All) I don't wanna be like cinderella sittin' in a dark ol' dusty cellerd
idon't wannna be like snow white watin' for a guy to come and
make me fly'.
"
The Lion King,Circle Of Life,"From the day we arrive on the planet
And blinking, step into the sun
There's more to see than can ever be seen
More to do than can ever be done
There's far too much to take in here
More to find than can ever be found
But the sun rolling high
Through the sapphire sky
Keeps great and small on the endless round
It's the Circle of Life
And it moves us all
Through despair and hope
Through faith and love
Till we find our place
On the path unwinding
In the Circle
The Circle of Life...
It's the Circle of Life
And it moves us all
Through despair and hope
Through faith and love
Till we find our place
On the path unwinding
In the Circle
The Circle of Life
"
Jungle Book ,Colonel Hathi's March,"Hup two three four
Keep it up two three four
Hup two three four
Keep it up two three four
Company sound off!
Ho, the aim of our patrol
Is a question rather droll
For to march and drill
Over field and hill
Is a military goal!
Is a military goal!
Hup two three four
Dress it up two three four
Hup two three four
Dress it up two three four
By the ranks or single file
Over every jungle mile
Oh we stamp and crush
Through the underbrush
In a military style!
In a military style!
Hup two three four
Keep it up two three four
"
Jungle Book ,Colonel Hathi's March (Reprise),"Oh, we march from here to there
And it doesn't matter where
You can hear us push
Through the deepest bush
With a military air!
With a military air!
We're a cracker jack brigade
On a pachyderm parade
But we'd rather stroll to a water hole
For a furlough in the shade!
For a furlough in the shade!
"
Pocahontas,Colors of the Wind,"(Speech: Pocahontas) 
You think that I'm an ignorant savage.
And you've been to so many places
I guess it must be so
But still I cannot see
If the savage one is me
How can there be so much that you don't know?
You.... Don't.... Know...
(Pocahontas) 
You think you own whatever land you land on
The earth is just a dead thing you can claim
But I know every rock and tree and creature
Has a life, has a spirit, has a name
You think the only people who are people
Are the people who look and think like you
But if you walk the footsteps of a stranger
You'll learn things you never knew, you never knew
Have you ever heard the wolf cry to the blue corn moon?
Or asked the grinning bobcat why he grinned?
Can you sing with all the voices of the mountains?
Can you paint with all the colors of the wind?
Can you paint with all the colors of the wind?
Come run the hidden pine trails of the forest
Come taste the sun-sweet berries of the earth
Come roll in all the riches all around you
And for once never wonder what they're worth
The rainstorm and the river are my brothers
The heron and the otter are my friends
And we are all connected to each other
In a circle, in a hoop that never ends
Have you ever heard the wolf cry to the blue corn moon?
Or let the eagle tell you where he's been?
Can you sing with all the voices of the mountains?
Can you paint with all the colors of the wind?
Can you paint with all the colors of the wind?
How high does the sycamore grow?
If you cut it down then you'll never know 
And you'll never hear the wolf cry to the blue corn moon
For whether we are white or copper skinned
We need to sing with all the voices of the mountains
We need to paint with all the colors of the wind
You can own the earth and still
All you'll own is earth until
You can paint with all the colors of the wind
"
Pocohantas,Colors Of The Wind By Ashanti And Shi Shi,"You think you own whatever land you land on
The earth is just a dead thing you can claim
But I know every rock and tree and creature
Has a life, has a spirit, has a name
You think the only people who are people The people who look and think like you
But if you walk the footsteps of a stranger
You'll learn things you never knew you never knew
Have you ever heard the wolf cry to the blue corn moon
Or ask the grinning bob cat why he grins
Can you sing with all the voices of the mountain
Can you paint with all the colors of the wind
Can you paint with all the colors of the wind
(Shi Shi) 
Come run the hidden pine trails of the forest
Come taste the sun-sweet berries of the earth
Come roll in all the riches all around you
And for once never wonder what they're worth
The rainstorm and the river are my brothers
The heron and the otter are my friends
And we are all connected to each other
In a circle of a hoop that never ends
Have you ever heard the wolf cry to the blue corn moon
Or let the eagle tell you where he's been
Can you sing with all the voices of the mountain
Can you paint with all the colors of the wind
Can you paint with all the colors of the wind
How high does the sycamore grow
If you cut it down then you'll never know
And you'll never hear the wolf cry to the blue corn moon
For whether we are white or copper skinned
We need to sing with all the voices of the mountain
We need to paint with all the colors of the wind
You can own the earth and still
All you own is earth until
You can paint with all the colors of the wind
"
Pocahontas,Colours Of The Wind (Ending Version),"You think im an ignorant savage
and youve been so many places
i guess it must be so
but still i can not see if the savage one is me
 how can therebe so much that you don't know
you don't know
 You think you own whatever
land you land on,
the earth is just a dead thing
you can claim,
but I know every rock,
and tree and creature,
has a life, has a spirit,
has a name....
You think the only people
who are people,
are the people who
look and think like you,
but if you walk the footsteps
of a stranger,
you'll learn things,
you never knew,
you never knew....
Have you ever heard the wolf,
cry to blue corn moon,
or let the eagle tell you where he's been,
can you sing with all the voices
of the mountain,
can you paint with all
the colours of the wind,
can you paint with all the colours of the wind.....
How high does the Sycamore grow,
if you cut it down then you'll never know,
and you'll never hear the wolf cry,
to the blue corn moon,
for whether we are white or copper skinned.
We need to sing with all the voices
of the mountain,
we need to paint with all
the colours of the wind,
You can own the earth
and still, all you'll own
is earth until...
You Can Paint With All The Colours Of The Wind.
ooo ooo ooo
"
101 Dalmations,Cruella de Vil,"Cruella De Vil
Cruella De Vil
If she doesn't scare you
No evil thing will
To see her is to
Take a sudden chill
Cruella, Cruella De Vil
The curl of her lips
The ice in her stare
All innocent children
Had better beware
She's like a spider waiting
For the kill
Look out for Cruella De Vil
At first you think
Cruella is the devil
But after time has worn
Away the shock
You come to realize
You've seen her kind of eyes
Watching you from underneath
A rock!
This vampire bat
This inhuman beast
She ought to be locked up
And never released
The world was such
A wholesome place until
Cruella, Cruella De Vil
"
101 Dalmations,Cruella de Vil ,"Cruella De Vil
Cruella De Vil
If she doesn't scare you
No evil thing will
To see her is to
Take a sudden chill
Cruella, Cruella De Vil
The curl of her lips
The ice in her stare
All innocent children
Had better beware
She's like a spider waiting
For the kill
Look out for Cruella De Vil
At first you think
Cruella is the devil
But after time has worn
Away the shock
You come to realize
You've seen her kind of eyes
Watching you from underneath
A rock!
This vampire bat
This inhuman beast
She ought to be locked up
And never released
The world was such
A wholesome place until
Cruella, Cruella De Vil
"
Dance Dance Revolution Disneys Rave,Dance With My Father,"Back when I was a child,
Before life removed all the innocence,
My father would lift me high,
And dance with my mother and me and then,
Spin me around 'till I fell, fell alseep,
And up the stairs he would carry me.
And I knew for sure, I was loved.
If I could get another chance, another walk, another dance with him,
I'd play a song the would never, ever end,
How I'd love, love, love, to dance with my father, again.
Oooooh.
When I and my mother would disagree,
To get my way i would run from her to him,
He'd make me laugh just to comfort me,
Oooooh, and finally make me do just what my mother said,
late at night when I fell alseep,
He left a dollar under my sheet,
Never dreamed that he, would be gone from me,
No.
If I could steal, one final glance, one final step, one final dance with him,
I'd play a song that would never, ever end.
'Cause I'd love, love, love, to dance with my father, again.
Again.
"
The Little Mermaid,Daughters Of Triton,"Oh, we are the daughters of Triton
Great father who loves us and named us well
Aquata, Andrina, Arista, Atina, Adella, Allana, and Ariel!
In concert we hope to enlighten
The hearts of the merfolk with music swell
Aquata,
(solo: oohaahaha hahahahahahaaa) 
Andrina,
(solo: oh aahaha hwahahahahaha) 
Arista,
(solo: ahaha) 
Atina,
(solo: ohahaha) 
Adella,
(solo: ohrahaha) 
Allana
(solo: ahhahaa) 
And then there is the youngest in her musical debut
Our seventh little sister, we're presenting her to you
To sing a song Sebastian wrote, her voice is like a bell
She's our sister, Ariel...
"
Beauty and the Beast,Days in the Sun,"[YOUNG BEAST:]
Days in the sun
When my life has barely begun
Not until my whole life is done
Will I ever leave you
[MAESTRO CADENZA:]
Will I tremble again
To my dear one's gorgeous refrain?
[LUMIÈRE & PLUMETTE:]
Will you now forever remain
Out of reach of my arms?
[MRS. POTTS:]
All those days in the sun
What I'd give to relive just one
Undo what's done
And bring back the light
[MADAME DE GARDEROBE:]
Oh, I could sing
Of the pain these dark days bring
The spell we're under
Still, it's the wonder of us I sing of tonight
[BELLE:]
How in the midst of all this sorrow
Can so much hope and love endure
I was innocent and certain
Now I'm wiser but unsure
[GARDEROBE:]
Days in the past
[BELLE:]
I can't go back into my childhood
[GARDEROBE:]
All those precious days
[BELLE:]
One that my father made secure
[GARDEROBE:]
Couldn't last
Oh, hold me closer!
[BELLE:]
I can feel a change in me
I'm stronger now, but still not free
[ALL EXCEPT BELLE AND THE BEAST:]
Days in the sun will return
We must believe as lovers do
That days in the sun
Will come shining through
"
The Gummibears,De Gummiberen,"Dashing and daring,
Courageous and caring,
Faithful and friendly,
With stories to share.
All through the forest,
They sing out in chorus,
Marching along,
As their song fills the air.
CHORUS:
Gummi Bears,
Bouncing here and there and everywhere.
High adventure that's beyond compare,
They are the Gummi Bears.
Magic and mystery,
Are part of their history,
Along with the secret,
Of gummiberry juice.
Their legend is growing,
They take pride in knowing,
They'll fight for what's right,
In whatever they do.
CHORUS
(Repeat first verse) 
CHORUS
Gummi Bears,
When a friend's in danger they'll be there,
Lives and legends that we all can share,
They are the Gummi Bears,
They are the Gummi Bears,
They are the Gummi Bears!
"
Beauty and the beast the enchanted Christmas,Deck the halls,"Deck the halls with
Boughs of holly
Fa la la la la, la la la la
'Tis the season to be jolly
Fa la la la la, la la la la
Don we now our gay apparel
Fa la la, la la la, la la la
Troll the ancient Yuletide carol
Fa la la la la, la la la la
Lumiere:
Deck the halls with
Boughs of holly
Spoken: Ha-ha, there must
be much, much more holly...
Cogsworth:
'Tis the season...
Spoken: What's this?!
There's too much holly!
Whoa! Slow down, lad!
Angelique:
Don't we now our good apparel...
Spoken: No, no, no...
more mistletoe!
Mrs. Potts:
Di, di, di, di, di, di, di....
"
Prince of Egypt (Soundtrack),Deliver Us,"HEBREWS:
Mud!
Sand!
Water!
Straw!
Faster!
Mud! And lift!
Sand! And pull!
Water! And raise up!
Straw!
EGYPTIAN GUARD:
Faster!
HEBREWS:
Feel the sting of the whip on my shoulder
With the salt of my sweat on my brow
Elohim, God on high, can you hear your people cry?
Help us now!
This dark hour.
Deliver us!
Hear our call, deliver us!
Lord of all, remember us here in this burning sand!
Deliver us! There's a land you promised us!
Deliver us to the promised land.
YOCHEVED:
Yaldi hatov ve'harach
Al tira ve'al tifh'ad
My son, I have nothing I can give
But this chance that you may live
I pray we'll meet again if He will deliver us!
HEBREWS:
Deliver us!
Hear our prayer, deliver us!
From these famished years as slaves, we've grown too old to stand
Deliver us! There's a land you promised us!
Deliver us from the bondage and
Deliver us to the promised land.
YOCHEVED:
Hush now, my baby, be still love, don't cry
Sleep as you're rocked by the stream
Sleep and remember my last lullaby
So I'll be with you when you dream
River, oh river, flow gently for me!
Such precious cargo you bear!
Do you know somewhere he can be free?
River, deliver him there
MIRIAM:
Brother, you're safe now, and safe may you stay
I have a prayer just for you
Grow, baby brother, come back someday
Come and deliver us too
RAMESES (spoken):
Mama!
THE QUEEN (spoken):
Come, Rameses. Let us introduce the Pharaoh to your new baby brother.
*she eyes him lovingly*
Moses.
HEBREWS:
Deliver us! Send a shepherd to shepherd us!
And deliver us to the promised land!
Deliver us to the promised land!
YOCHEVED:
Deliver us!
"
Holes,Dig It,"you've got to go and dig those holes (man, i'm tired) 
with broken hands and withered souls emancipated for all you know,
you've got to go and dig those holes
dig it up oh oh dig it
dig it up oh oh
dig it up oh oh dig it
dig it up oh oh
two suits two tokens in hand
i got no respect cause i'm the new man,
got my shovel, shoes full of sand,
check out the tag the name's caveman
dig it up oh, oh dig it
dig it up oh oh
dig it up oh oh dig it
dig it up oh oh
take a bad boy, make him dig five feet the
dirt and the shovels will give us a beat, okay?
you gotta find something never found before,
if not, we'll just have to dig some more.
Nana nana nanana
Nana nana nanana
Nana nana nanana
Nana nana Oh
dig it up oh, oh dig it
dig it up oh oh
dig it up oh oh dig it
dig it up oh oh
dig it up oh, oh dig it
dig it up oh oh
dig it up oh oh dig it
dig it up oh oh
your hands may blister your mustles stay sore
you want a break, knock on the wardens door.
uh-huh, uh-huh
dig it up oh, oh dig it
dig it up oh oh
dig it up oh oh dig it
dig it up oh oh
A-R-M-P-I to the T
What is that your smellin, dog thats me
I dont take showers and i dont brush my teeth
thats all i do is dig holes eat and sleep
there is no lake, there is no shade there is no
place to hide. just sit and wait to fry
you got to go and dig those holes.
take a bad boy make him dig five feet...
got my shovel, shoes full of sand...
the dirt and the shovels will give us a beat....
check out the tag the name's caveman...
wake up in the morning before the sun
keep diggin that holes till the day is done
wake up in the morning before the sun
keep diggin that hole till the day is done.
you got to go and dig those holes.
dig it up oh oh
dig it up oh, oh dig it
dig it up oh oh
dig it up oh oh dig it
dig it up oh oh
dig it up oh, oh dig it
dig it up oh oh
dig it up oh oh dig it
dig it up oh oh
"
Holes,Dig It (Feat D-tent Boys),"Chorus:
Dig it up uh-huh yo
Dig it up uh-huh oh
Dig it up uh-huh yo
Dig it up uh-huh oh
Caveman:
A 2 suit-2 tokens in hand
I got no respect cause I'm the new man
Got my shovel
Shoe full of sand
Check out the tag
The name is Caveman
Uh-uh-uh-uh-uh-uh-uh-uhuh
Uh-uh-uh-uh-oh
Armpit:
A-R-M-P-I to the T
What's that smell
Dog that's me
I don't take a shower
I don't brush my teeth
That's all I do is dig holes, eat, and sleep
X-Ray:
There is no lake
There is no shade
There is no place to hide
So just sit and wait to fry
Zig-Zag:
You've got to go dig that hole
Dig it up uh-huh yo
You've got to go dig that hole
Dig it up uh-huh oh
Zero:
Up in the morning and it's 4:00
Keep digging that hole till the crack of dawn
(Repeat)"
Holes,Dig It (Radio Version),"You've Got to go dig those holes
CHORUS:
Diggin' up a hole, dig it
Diggin' up a hole, oh
Diggin' up a hole, dig it
Diggin' up a hole, oh
Caveman:
Two suits, two tokens in hand
I got no respect cuz I'm the new man
Got my shovel, Shoes full of sand
Check out the tag, the names Caveman (Uh) 
CHORUS
X-ray:
Take a bad boy, make him dig five feet
The Dirt and these shovels willl give us a beat
You better find something never found before
If not, we'll just have to dig some more
na na na na nananana
na na na na nananana
na na na na nananana
na na na na, oh
CHORUS
Zig Zag:
You've got to go dig those holes
Diggin' up a hole, oh
You've got to go dig those holes
Diggin' up a hole, oh
Zero:
You're hands may blister,
You're muscles stay sore
You want a break, knock on the wardens door
uh huh, uh huh
CHORUS
Armpit:
A-R-M-P-I to the T
What is that you smellin'
Dog, thats me
I don't take showers and I don't brush my teeth
that's all I do is dig holes, eat, and sleep
X-ray:
There is no lake,
There is no shade,
There is no place to hide,
So, just sit and wait to fry
(You've got to go dig those holes) 
CHORUS
Zero:
Wake up in the morning, before the sun
Keep diggin that hole till the day is done
Wake up in the morning, before the sun
Keep diggin that hole till the day is done
Zig Zag:
You've got to go dig those holes,
Diggin' up a hole, oh
You've got to go dig those holes,
Diggin' up a hole, oh
"
Frozen,Do you want to build a snowman,"Elsa?
Do you want to build a snowman?
Come on, let's go and play!
I never see you anymore
Come out the door
It's like you've gone away
We used to be best buddies
And now we're not
I wish you would tell me why!
Do you want to build a snowman?
It doesn't have to be a snowman
Go away, Anna
Okay, bye
Do you want to build a snowman?
Or ride our bike around the halls?
I think some company is overdue
I've started talking to
The pictures on the walls!
It gets a little lonely
All these empty rooms
Just watching the hours tick by
(tick-tock tick-tock tick-tock tick-tock)
Elsa, please I know you're in there
People are asking where you've been
They say, ""have courage"" and I'm trying to
I'm right out here for you
Just let me in
We only have each other
It's just you and me
What are we gonna do?
Do you want to build a snowman?
"
Hercules ,Disney's Hercules Go The Distance,"I have often dreamed
Of a far off place
Where a great warm welcome
Will be waiting for me
Where the crowds will cheer
When they see my face
And a voice keeps saying
This is where I'm meant to be
I will find my way
I can go the distance
I'll be there someday
If I can be strong
I know every mile
Will be worth my while
I would go most anywhere
To feel like I belong
I am on my way
I can go the distance
I don't care how far
Somehow I'll be strong
I know every mile
Will be worth my while
I would go most anywhere
to find where I belong
I will beat the odds
I can go the distance
I will face the world
Fearless, proud, and strong
I will please the gods
I can go the distance
Till I find the Hero's welcome
Right where I belong
"
Disney ,Do Ya,"do ya like the freckles on my face?
do ya like my teeth?
theyre out of place.
i'd like to think so.
do ya like the funny way i speak?
i havent cleaned my room for weeks and weeks.
i'd like to think so.
(chorus) 
do ya, do ya, do ya love me?
do ya, do, do, do ya love me?
i, i like to think so.
do ya, do ya, do ya love me anyways?
i like to think so.
do you like the way i go all shy?
i just cant look you in the eye.
i like to think to think so.
will you stay here for a while?
so i can watch you when you smile.
i like to think so.
(chorus) 
well, i hope i dont drive you insane.
with my big right foot,
and my unkept mane
but ill change my ways,
if i think i can.......
do ya, do ya love me?
i, i like to think so
(chorus) 
"
Frozen,Do you want to build a snowman,"Little Anna: Elsa? (Knocking) Do you wanna build a snowman? Come on lets go and play! I never see you anymore, come out the door, it's like you've gone away.
We use to be best buddies, and now we're not. I wish you would tell me why?
Do you wanna build a snowman? It doesn't have to be a snow man
Elsa:Go away, Anna..
Anna: Ok, bye.
Teenage Anna: Do you wanna build a snowman? Or ride our bike around the halls? I think some company is overdue, I've started talking to the pictures on the walls, ""Hang in there, Joan"".
It gets a little lonely... all these empty rooms, just watching the hours tic by - ""Tic Toc Tic Toc Tic Toc Tic Toc"".
Adult Anna: Elsa? Please, I know you're in there. People are asking where you've been. They say have courage, and I'm trying to, I'm right out here for you just let me in.
We only have each other, it's just you and me. What are we gonna do?
Do you wanna build a snowman?
"
